Target Distance: 1233, Step Size: 12
2064: (x,y) = (-365.587, 124.975)
2065: (x,y) = (-353.617, 124.138)
2066: (x,y) = (-344.291, 131.689)
2067: (x,y) = (-339.219, 120.814)
2068: (x,y) = (-350.695, 117.305)
2069: (x,y) = (-343.307, 107.849)
2070: (x,y) = (-333.359, 101.139)
2071: (x,y) = (-321.946, 104.847)
2072: (x,y) = (-315.41, 94.7829)
2073: (x,y) = (-314.782, 106.767)
2074: (x,y) = (-311.274, 95.2908)
2075: (x,y) = (-299.683, 98.3967)
2076: (x,y) = (-311.274, 101.503)
2077: (x,y) = (-304.391, 111.332)
2078: (x,y) = (-303.345, 123.287)
2079: (x,y) = (-311.681, 131.919)
2080: (x,y) = (-302.763, 123.889)
2081: (x,y) = (-299.055, 112.476)
2082: (x,y) = (-305.236, 122.763)
2083: (x,y) = (-293.456, 120.473)
2084: (x,y) = (-296.359, 108.829)
2085: (x,y) = (-289.649, 118.778)
2086: (x,y) = (-300.852, 114.477)
2087: (x,y) = (-295.404, 125.169)
2088: (x,y) = (-304.987, 117.948)
2089: (x,y) = (-293.053, 116.693)
2090: (x,y) = (-292.007, 104.739)
2091: (x,y) = (-286.374, 115.334)
2092: (x,y) = (-276.197, 108.975)
2093: (x,y) = (-268.975, 99.3916)
2094: (x,y) = (-267.929, 87.4373)
2095: (x,y) = (-279.813, 89.1074)
2096: (x,y) = (-278.35, 77.1968)
2097: (x,y) = (-273.855, 66.0706)
2098: (x,y) = (-283.439, 58.8488)
2099: (x,y) = (-278.178, 48.0633)
2100: (x,y) = (-276.301, 36.211)
2101: (x,y) = (-268.428, 45.2675)
2102: (x,y) = (-268.219, 33.2694)
2103: (x,y) = (-276.995, 25.0854)
2104: (x,y) = (-267.287, 32.1388)
2105: (x,y) = (-256.241, 27.45)
2106: (x,y) = (-268.224, 28.0781)
2107: (x,y) = (-278.916, 33.526)
2108: (x,y) = (-269.46, 40.9139)
2109: (x,y) = (-261.431, 49.8316)
2110: (x,y) = (-270.487, 41.9589)
2111: (x,y) = (-260.657, 35.076)
2112: (x,y) = (-267.368, 45.0245)
2113: (x,y) = (-274.92, 54.3502)
2114: (x,y) = (-267.368, 45.0245)
2115: (x,y) = (-270.067, 56.7169)
2116: (x,y) = (-258.074, 56.2981)
2117: (x,y) = (-269.351, 60.4023)
2118: (x,y) = (-257.367, 61.0304)
2119: (x,y) = (-246.582, 66.2908)
2120: (x,y) = (-252.941, 56.1143)
2121: (x,y) = (-241.895, 60.803)
2122: (x,y) = (-235.895, 71.1953)
2123: (x,y) = (-223.896, 71.4048)
2124: (x,y) = (-235.807, 69.9423)
2125: (x,y) = (-225.521, 76.1228)
2126: (x,y) = (-218.811, 86.0712)
2127: (x,y) = (-219.648, 74.1005)
2128: (x,y) = (-228.424, 65.9165)
2129: (x,y) = (-237.2, 74.1005)
2130: (x,y) = (-249.184, 74.7285)
2131: (x,y) = (-244.495, 63.6824)
2132: (x,y) = (-245.123, 51.6989)
2133: (x,y) = (-255.409, 57.8793)
2134: (x,y) = (-243.455, 56.8335)
2135: (x,y) = (-250.676, 47.2499)
2136: (x,y) = (-249.006, 59.1331)
2137: (x,y) = (-260.917, 57.6706)
2138: (x,y) = (-269.973, 65.5433)
2139: (x,y) = (-267.89, 53.7257)
2140: (x,y) = (-260.502, 63.1818)
2141: (x,y) = (-249.026, 66.6902)
2142: (x,y) = (-240.69, 58.0582)
2143: (x,y) = (-239.436, 46.1239)
2144: (x,y) = (-246.146, 36.1754)
2145: (x,y) = (-254.176, 27.2577)
2146: (x,y) = (-254.595, 39.2504)
2147: (x,y) = (-246.259, 30.6183)
2148: (x,y) = (-256.323, 37.154)
2149: (x,y) = (-262.682, 47.3306)
2150: (x,y) = (-274.534, 49.2078)
2151: (x,y) = (-281.587, 58.916)
2152: (x,y) = (-275.954, 69.5114)
2153: (x,y) = (-264.419, 72.819)
2154: (x,y) = (-252.601, 74.9028)
2155: (x,y) = (-242.537, 68.3671)
2156: (x,y) = (-254.53, 67.9483)
2157: (x,y) = (-244.244, 74.1288)
2158: (x,y) = (-245.289, 86.0831)
2159: (x,y) = (-244.035, 74.1489)
2160: (x,y) = (-255.238, 78.4493)
2161: (x,y) = (-249.238, 88.8416)
2162: (x,y) = (-241.208, 97.7593)
2163: (x,y) = (-249.694, 106.245)
2164: (x,y) = (-253.202, 117.72)
2165: (x,y) = (-247.942, 106.935)
2166: (x,y) = (-240.228, 116.127)
2167: (x,y) = (-247.78, 125.453)
2168: (x,y) = (-250.48, 137.145)
2169: (x,y) = (-257.362, 146.975)
2170: (x,y) = (-246.97, 152.975)
2171: (x,y) = (-236.578, 158.975)
2172: (x,y) = (-245.063, 167.461)
2173: (x,y) = (-245.273, 179.459)
2174: (x,y) = (-253.145, 170.402)
2175: (x,y) = (-242.019, 165.907)
2176: (x,y) = (-242.229, 153.909)
2177: (x,y) = (-249.45, 144.325)
2178: (x,y) = (-240.965, 152.81)
2179: (x,y) = (-233.413, 143.485)
2180: (x,y) = (-244.009, 149.118)
2181: (x,y) = (-245.263, 161.053)
2182: (x,y) = (-256.225, 165.933)
2183: (x,y) = (-267.701, 169.442)
2184: (x,y) = (-278.747, 164.753)
2185: (x,y) = (-289.71, 169.634)
2186: (x,y) = (-299.886, 163.275)
2187: (x,y) = (-289.822, 156.739)
2188: (x,y) = (-288.985, 144.768)
2189: (x,y) = (-278.39, 150.402)
2190: (x,y) = (-269.197, 158.116)
2191: (x,y) = (-268.988, 170.114)
2192: (x,y) = (-257.004, 169.486)
2193: (x,y) = (-252.315, 158.44)
2194: (x,y) = (-253.153, 170.41)
2195: (x,y) = (-243.569, 177.632)
2196: (x,y) = (-254.695, 182.128)
2197: (x,y) = (-246.982, 191.32)
2198: (x,y) = (-258.834, 189.443)
2199: (x,y) = (-268.29, 196.831)
2200: (x,y) = (-256.598, 199.53)
2201: (x,y) = (-245.007, 202.636)
2202: (x,y) = (-256.99, 203.264)
2203: (x,y) = (-260.298, 214.799)
2204: (x,y) = (-265.179, 203.837)
2205: (x,y) = (-256.402, 195.653)
2206: (x,y) = (-263.285, 205.482)
2207: (x,y) = (-259.577, 194.07)
2208: (x,y) = (-250.521, 201.943)
2209: (x,y) = (-251.775, 190.008)
2210: (x,y) = (-259.327, 199.334)
2211: (x,y) = (-262.23, 210.978)
2212: (x,y) = (-273.821, 207.872)
2213: (x,y) = (-283.529, 214.925)
2214: (x,y) = (-274.897, 223.261)
2215: (x,y) = (-276.567, 235.144)
2216: (x,y) = (-272.267, 223.941)
2217: (x,y) = (-260.92, 220.034)
2218: (x,y) = (-272.773, 221.912)
2219: (x,y) = (-264.589, 213.135)
2220: (x,y) = (-259.328, 223.921)
2221: (x,y) = (-249.042, 230.101)
2222: (x,y) = (-260.168, 225.606)
2223: (x,y) = (-263.274, 237.197)
2224: (x,y) = (-275.258, 237.825)
2225: (x,y) = (-274.004, 249.76)
2226: (x,y) = (-262.877, 245.264)
2227: (x,y) = (-274.224, 241.357)
2228: (x,y) = (-274.642, 253.35)
2229: (x,y) = (-266.157, 244.865)
2230: (x,y) = (-274.187, 253.783)
2231: (x,y) = (-264.01, 247.424)
2232: (x,y) = (-261.311, 235.731)
2233: (x,y) = (-271.906, 241.365)
2234: (x,y) = (-263.13, 233.181)
2235: (x,y) = (-268.578, 243.873)
2236: (x,y) = (-256.798, 246.163)
2237: (x,y) = (-259.498, 234.47)
2238: (x,y) = (-263.006, 245.946)
2239: (x,y) = (-265.296, 257.725)
2240: (x,y) = (-261.787, 246.25)
2241: (x,y) = (-269.339, 255.575)
2242: (x,y) = (-263.891, 266.268)
2243: (x,y) = (-262.429, 278.178)
2244: (x,y) = (-272.821, 284.178)
2245: (x,y) = (-282.147, 276.626)
2246: (x,y) = (-286.054, 265.28)
2247: (x,y) = (-282.746, 276.815)
2248: (x,y) = (-293.341, 271.181)
2249: (x,y) = (-305.296, 270.136)
2250: (x,y) = (-314.213, 262.106)
2251: (x,y) = (-312.543, 250.223)
2252: (x,y) = (-310.873, 238.34)
2253: (x,y) = (-312.75, 226.487)
2254: (x,y) = (-318.384, 237.083)
2255: (x,y) = (-329.347, 232.202)
2256: (x,y) = (-322.125, 222.618)
2257: (x,y) = (-333.328, 218.318)
2258: (x,y) = (-343.392, 211.782)
2259: (x,y) = (-345.682, 223.562)
2260: (x,y) = (-334.99, 218.114)
2261: (x,y) = (-334.99, 230.114)
2262: (x,y) = (-338.297, 218.579)
2263: (x,y) = (-350.077, 216.289)
2264: (x,y) = (-359.785, 223.342)
2265: (x,y) = (-371.428, 220.439)
2266: (x,y) = (-361.036, 214.439)
2267: (x,y) = (-351.453, 221.661)
2268: (x,y) = (-363.451, 221.452)
2269: (x,y) = (-368.899, 232.144)
2270: (x,y) = (-378.728, 225.261)
2271: (x,y) = (-383.029, 214.058)
2272: (x,y) = (-394.808, 211.768)
2273: (x,y) = (-395.227, 223.761)
2274: (x,y) = (-387.198, 232.679)
2275: (x,y) = (-393.378, 222.393)
2276: (x,y) = (-393.169, 210.394)
2277: (x,y) = (-404.948, 212.684)
2278: (x,y) = (-395, 219.394)
2279: (x,y) = (-386.223, 227.578)
2280: (x,y) = (-374.225, 227.788)
2281: (x,y) = (-379.106, 238.75)
2282: (x,y) = (-383.21, 250.027)
2283: (x,y) = (-394.256, 254.715)
2284: (x,y) = (-397.564, 243.18)
2285: (x,y) = (-407.394, 250.063)
2286: (x,y) = (-395.701, 247.364)
2287: (x,y) = (-389.521, 257.65)
2288: (x,y) = (-400.567, 252.961)
2289: (x,y) = (-390.737, 259.844)
2290: (x,y) = (-379.325, 256.136)
2291: (x,y) = (-380.579, 244.202)
2292: (x,y) = (-384.879, 232.999)
2293: (x,y) = (-386.134, 244.933)
2294: (x,y) = (-397.096, 249.814)
2295: (x,y) = (-405.126, 258.731)
2296: (x,y) = (-415.518, 264.731)
2297: (x,y) = (-422.401, 254.902)
2298: (x,y) = (-434.385, 254.274)
2299: (x,y) = (-445.976, 257.379)
2300: (x,y) = (-444.93, 269.334)
2301: (x,y) = (-433.804, 264.838)
2302: (x,y) = (-431.72, 276.656)
2303: (x,y) = (-422.012, 269.603)
2304: (x,y) = (-433.704, 266.903)
2305: (x,y) = (-442.336, 275.239)
2306: (x,y) = (-439.433, 286.883)
2307: (x,y) = (-449.719, 280.702)
2308: (x,y) = (-457.107, 290.158)
2309: (x,y) = (-463.287, 300.444)
2310: (x,y) = (-455.415, 309.501)
2311: (x,y) = (-459.322, 320.847)
2312: (x,y) = (-448.536, 315.587)
2313: (x,y) = (-453.417, 304.624)
2314: (x,y) = (-448.536, 315.587)
2315: (x,y) = (-448.536, 303.587)
2316: (x,y) = (-441.653, 313.417)
2317: (x,y) = (-443.323, 325.3)
2318: (x,y) = (-434.987, 316.668)
2319: (x,y) = (-442.86, 307.611)
2320: (x,y) = (-450.082, 298.028)
2321: (x,y) = (-460.146, 304.563)
2322: (x,y) = (-450.69, 311.951)
2323: (x,y) = (-461.185, 317.769)
2324: (x,y) = (-451.009, 311.41)
2325: (x,y) = (-462.484, 307.901)
2326: (x,y) = (-464.979, 319.639)
2327: (x,y) = (-454.103, 314.568)
2328: (x,y) = (-444.395, 307.514)
2329: (x,y) = (-443.141, 319.449)
2330: (x,y) = (-431.157, 318.821)
2331: (x,y) = (-429.487, 330.704)
2332: (x,y) = (-441.442, 329.658)
2333: (x,y) = (-452.037, 324.024)
2334: (x,y) = (-440.103, 325.279)
2335: (x,y) = (-436.196, 336.625)
2336: (x,y) = (-441.267, 325.749)
2337: (x,y) = (-432.35, 317.719)
2338: (x,y) = (-440.685, 309.087)
2339: (x,y) = (-429.21, 305.579)
2340: (x,y) = (-421.18, 314.497)
2341: (x,y) = (-416.88, 325.7)
2342: (x,y) = (-428.834, 326.746)
2343: (x,y) = (-440.037, 322.445)
2344: (x,y) = (-443.143, 310.854)
2345: (x,y) = (-440.648, 322.592)
2346: (x,y) = (-439.186, 334.502)
2347: (x,y) = (-451.178, 334.921)
2348: (x,y) = (-461.774, 340.555)
2349: (x,y) = (-454.891, 350.385)
2350: (x,y) = (-456.561, 362.268)
2351: (x,y) = (-444.577, 362.896)
2352: (x,y) = (-441.471, 351.305)
2353: (x,y) = (-442.934, 363.215)
2354: (x,y) = (-454.934, 363.215)
2355: (x,y) = (-455.562, 351.232)
2356: (x,y) = (-444.87, 356.68)
2357: (x,y) = (-456.853, 357.308)
2358: (x,y) = (-451.036, 346.812)
2359: (x,y) = (-450.199, 358.783)
2360: (x,y) = (-461.842, 355.88)
2361: (x,y) = (-449.871, 355.043)
2362: (x,y) = (-437.917, 353.997)
2363: (x,y) = (-435.422, 365.735)
2364: (x,y) = (-439.526, 354.458)
2365: (x,y) = (-430.47, 346.586)
2366: (x,y) = (-438.806, 337.954)
2367: (x,y) = (-444.986, 348.24)
2368: (x,y) = (-456.521, 351.547)
2369: (x,y) = (-449.468, 361.256)
2370: (x,y) = (-437.65, 363.339)
2371: (x,y) = (-444.533, 353.509)
2372: (x,y) = (-434.141, 359.509)
2373: (x,y) = (-428.323, 349.014)
2374: (x,y) = (-436.196, 339.958)
2375: (x,y) = (-427.86, 348.59)
2376: (x,y) = (-434.396, 358.654)
2377: (x,y) = (-435.441, 346.699)
2378: (x,y) = (-433.152, 334.92)
2379: (x,y) = (-445.123, 335.757)
2380: (x,y) = (-434.627, 329.939)
2381: (x,y) = (-444.211, 322.717)
2382: (x,y) = (-446.294, 334.535)
2383: (x,y) = (-445.04, 322.601)
2384: (x,y) = (-446.086, 334.555)
2385: (x,y) = (-453.959, 325.499)
2386: (x,y) = (-442.913, 320.81)
2387: (x,y) = (-433.995, 328.839)
2388: (x,y) = (-438.49, 317.713)
2389: (x,y) = (-437.236, 329.647)
2390: (x,y) = (-449.088, 331.525)
2391: (x,y) = (-443.27, 321.029)
2392: (x,y) = (-451.902, 312.693)
2393: (x,y) = (-444.351, 303.368)
2394: (x,y) = (-455.994, 300.465)
2395: (x,y) = (-452.286, 311.877)
2396: (x,y) = (-448.578, 323.29)
2397: (x,y) = (-454.395, 333.785)
2398: (x,y) = (-465.931, 330.478)
2399: (x,y) = (-477.522, 327.372)
2400: (x,y) = (-468.89, 319.036)
2401: (x,y) = (-466.806, 307.218)
2402: (x,y) = (-472.254, 317.91)
2403: (x,y) = (-481.962, 310.857)
2404: (x,y) = (-487.222, 321.642)
2405: (x,y) = (-490.931, 310.23)
2406: (x,y) = (-479.804, 305.734)
2407: (x,y) = (-478.342, 293.824)
2408: (x,y) = (-487.535, 301.537)
2409: (x,y) = (-490.64, 313.128)
2410: (x,y) = (-502.493, 315.006)
2411: (x,y) = (-514.23, 317.501)
2412: (x,y) = (-506.046, 326.277)
2413: (x,y) = (-498.017, 317.359)
2414: (x,y) = (-496.14, 305.507)
2415: (x,y) = (-485.963, 299.148)
2416: (x,y) = (-478.09, 290.091)
2417: (x,y) = (-476.213, 278.239)
2418: (x,y) = (-488.065, 276.362)
2419: (x,y) = (-477.28, 271.101)
2420: (x,y) = (-486.988, 278.155)
2421: (x,y) = (-497.052, 271.619)
2422: (x,y) = (-508.832, 269.329)
2423: (x,y) = (-517.888, 261.457)
2424: (x,y) = (-505.954, 262.711)
2425: (x,y) = (-494.608, 258.804)
2426: (x,y) = (-483.562, 254.116)
2427: (x,y) = (-473.385, 247.756)
2428: (x,y) = (-483.562, 241.397)
2429: (x,y) = (-471.651, 242.86)
2430: (x,y) = (-464.099, 252.186)
2431: (x,y) = (-476.01, 250.723)
2432: (x,y) = (-485.958, 244.013)
2433: (x,y) = (-497.004, 239.324)
2434: (x,y) = (-488.519, 230.839)
2435: (x,y) = (-496.232, 221.646)
2436: (x,y) = (-484.38, 223.523)
2437: (x,y) = (-472.497, 221.853)
2438: (x,y) = (-483.843, 217.947)
2439: (x,y) = (-490.379, 207.883)
2440: (x,y) = (-478.561, 209.966)
2441: (x,y) = (-467.966, 215.6)
2442: (x,y) = (-472.847, 226.563)
2443: (x,y) = (-465.133, 235.755)
2444: (x,y) = (-471.843, 225.807)
2445: (x,y) = (-459.873, 224.97)
2446: (x,y) = (-470.835, 220.089)
2447: (x,y) = (-464.3, 210.025)
2448: (x,y) = (-453.907, 216.025)
2449: (x,y) = (-442.781, 220.52)
2450: (x,y) = (-444.244, 208.609)
2451: (x,y) = (-455.936, 211.309)
2452: (x,y) = (-444.198, 208.814)
2453: (x,y) = (-434.615, 216.036)
2454: (x,y) = (-423.023, 219.141)
2455: (x,y) = (-411.82, 223.442)
2456: (x,y) = (-405.82, 233.834)
2457: (x,y) = (-414.738, 225.805)
2458: (x,y) = (-405.412, 218.253)
2459: (x,y) = (-393.821, 221.359)
2460: (x,y) = (-405.705, 223.029)
2461: (x,y) = (-401.996, 211.616)
2462: (x,y) = (-411.705, 204.563)
2463: (x,y) = (-423.18, 208.071)
2464: (x,y) = (-414.695, 199.586)
2465: (x,y) = (-425.19, 193.768)
2466: (x,y) = (-427.274, 205.586)
2467: (x,y) = (-437.56, 199.405)
2468: (x,y) = (-449.151, 202.511)
2469: (x,y) = (-458.981, 195.628)
2470: (x,y) = (-470.864, 193.958)
2471: (x,y) = (-481.991, 198.453)
2472: (x,y) = (-470.211, 200.743)
2473: (x,y) = (-480.497, 194.563)
2474: (x,y) = (-485.568, 183.687)
2475: (x,y) = (-481.662, 195.033)
2476: (x,y) = (-475.303, 205.21)
2477: (x,y) = (-483.175, 196.153)
2478: (x,y) = (-483.385, 208.151)
2479: (x,y) = (-495.377, 208.57)
2480: (x,y) = (-484.251, 204.075)
2481: (x,y) = (-478.251, 214.467)
2482: (x,y) = (-486.736, 222.953)
2483: (x,y) = (-476.044, 228.4)
2484: (x,y) = (-471.164, 239.363)
2485: (x,y) = (-459.426, 241.858)
2486: (x,y) = (-447.433, 242.277)
2487: (x,y) = (-435.957, 245.785)
2488: (x,y) = (-428.244, 254.978)
2489: (x,y) = (-439.888, 257.881)
2490: (x,y) = (-449.836, 264.591)
2491: (x,y) = (-451.92, 276.409)
2492: (x,y) = (-462.312, 270.409)
2493: (x,y) = (-460.642, 282.292)
2494: (x,y) = (-449.516, 277.797)
2495: (x,y) = (-437.561, 276.751)
2496: (x,y) = (-449.516, 275.705)
2497: (x,y) = (-437.981, 279.013)
2498: (x,y) = (-449.973, 278.594)
2499: (x,y) = (-449.764, 290.592)
2500: (x,y) = (-437.881, 292.262)
2501: (x,y) = (-432.62, 303.048)
2502: (x,y) = (-433.875, 291.113)
2503: (x,y) = (-435.129, 303.048)
2504: (x,y) = (-438.032, 291.404)
2505: (x,y) = (-450.025, 290.985)
2506: (x,y) = (-450.653, 302.969)
2507: (x,y) = (-456.286, 313.564)
2508: (x,y) = (-466.116, 320.447)
2509: (x,y) = (-466.116, 332.447)
2510: (x,y) = (-469.625, 343.923)
2511: (x,y) = (-469.206, 355.915)
2512: (x,y) = (-457.468, 358.41)
2513: (x,y) = (-445.992, 354.902)
2514: (x,y) = (-454.91, 346.872)
2515: (x,y) = (-443.172, 349.367)
2516: (x,y) = (-431.202, 348.53)
2517: (x,y) = (-440.119, 356.56)
2518: (x,y) = (-435.048, 367.435)
2519: (x,y) = (-423.845, 363.135)
2520: (x,y) = (-433.553, 356.082)
2521: (x,y) = (-434.181, 368.065)
2522: (x,y) = (-425.696, 359.58)
2523: (x,y) = (-426.742, 371.534)
2524: (x,y) = (-425.487, 359.6)
2525: (x,y) = (-433.36, 350.543)
2526: (x,y) = (-422.575, 355.804)
2527: (x,y) = (-419.066, 367.28)
2528: (x,y) = (-407.423, 364.376)
2529: (x,y) = (-419.202, 366.666)
2530: (x,y) = (-407.926, 362.562)
2531: (x,y) = (-416.411, 371.047)
2532: (x,y) = (-410.052, 381.224)
2533: (x,y) = (-398.314, 383.719)
2534: (x,y) = (-389.829, 375.233)
2535: (x,y) = (-390.248, 363.241)
2536: (x,y) = (-379.372, 368.312)
2537: (x,y) = (-379.582, 356.314)
2538: (x,y) = (-369.518, 362.85)
2539: (x,y) = (-361.488, 371.767)
2540: (x,y) = (-364.594, 383.359)
2541: (x,y) = (-352.639, 384.404)
2542: (x,y) = (-340.685, 385.45)
2543: (x,y) = (-331.359, 377.898)
2544: (x,y) = (-340.416, 370.026)
2545: (x,y) = (-352.387, 370.863)
2546: (x,y) = (-340.649, 368.368)
2547: (x,y) = (-351.775, 363.873)
2548: (x,y) = (-362.37, 369.506)
2549: (x,y) = (-355.835, 359.442)
2550: (x,y) = (-356.044, 371.44)
2551: (x,y) = (-367.09, 366.752)
2552: (x,y) = (-365.213, 354.899)
2553: (x,y) = (-353.259, 355.945)
2554: (x,y) = (-341.288, 355.108)
2555: (x,y) = (-350.872, 347.886)
2556: (x,y) = (-341.163, 340.833)
2557: (x,y) = (-329.311, 342.71)
2558: (x,y) = (-332.214, 331.067)
2559: (x,y) = (-335.32, 319.475)
2560: (x,y) = (-332.417, 331.119)
2561: (x,y) = (-344.417, 331.119)
2562: (x,y) = (-343.163, 343.053)
2563: (x,y) = (-348.234, 332.178)
2564: (x,y) = (-359.71, 335.686)
2565: (x,y) = (-361.587, 347.538)
2566: (x,y) = (-373.366, 345.249)
2567: (x,y) = (-363.08, 339.068)
2568: (x,y) = (-373.029, 332.358)
2569: (x,y) = (-383.524, 338.176)
2570: (x,y) = (-393.917, 332.176)
2571: (x,y) = (-392.662, 344.11)
2572: (x,y) = (-393.499, 332.139)
2573: (x,y) = (-393.918, 320.146)
2574: (x,y) = (-405.656, 317.651)
2575: (x,y) = (-400.775, 306.689)
2576: (x,y) = (-412.658, 305.019)
2577: (x,y) = (-401.532, 309.514)
2578: (x,y) = (-401.113, 321.507)
2579: (x,y) = (-391.53, 314.285)
2580: (x,y) = (-402.806, 310.181)
2581: (x,y) = (-395.584, 300.597)
2582: (x,y) = (-402.806, 291.013)
2583: (x,y) = (-402.387, 303.006)
2584: (x,y) = (-414.239, 301.129)
2585: (x,y) = (-402.269, 300.292)
2586: (x,y) = (-397.388, 289.329)
2587: (x,y) = (-388.062, 281.778)
2588: (x,y) = (-376.179, 283.448)
2589: (x,y) = (-365.683, 289.265)
2590: (x,y) = (-376.559, 294.337)
2591: (x,y) = (-388.411, 292.46)
2592: (x,y) = (-379.086, 284.908)
2593: (x,y) = (-368.909, 291.267)
2594: (x,y) = (-377.394, 299.752)
2595: (x,y) = (-367.686, 292.699)
2596: (x,y) = (-379.277, 289.593)
2597: (x,y) = (-387.15, 280.536)
2598: (x,y) = (-377.086, 287.072)
2599: (x,y) = (-384.308, 296.655)
2600: (x,y) = (-396.278, 297.493)
2601: (x,y) = (-388.565, 288.3)
2602: (x,y) = (-399.06, 294.118)
2603: (x,y) = (-392.701, 304.294)
2604: (x,y) = (-385.313, 294.838)
2605: (x,y) = (-374.351, 299.719)
2606: (x,y) = (-366.799, 290.393)
2607: (x,y) = (-368.469, 278.51)
2608: (x,y) = (-359.277, 286.224)
2609: (x,y) = (-359.486, 298.222)
2610: (x,y) = (-364.934, 287.53)
2611: (x,y) = (-363.057, 299.382)
2612: (x,y) = (-373.343, 293.201)
2613: (x,y) = (-384.818, 289.693)
2614: (x,y) = (-385.446, 277.709)
2615: (x,y) = (-386.284, 265.739)
2616: (x,y) = (-388.367, 277.556)
2617: (x,y) = (-397.56, 269.843)
2618: (x,y) = (-398.606, 257.889)
2619: (x,y) = (-404.786, 247.603)
2620: (x,y) = (-401.478, 259.138)
2621: (x,y) = (-403.356, 270.99)
2622: (x,y) = (-411.385, 262.072)
2623: (x,y) = (-406.314, 272.948)
2624: (x,y) = (-404.024, 284.727)
2625: (x,y) = (-411.246, 294.311)
2626: (x,y) = (-409.992, 282.377)
2627: (x,y) = (-415.439, 271.685)
2628: (x,y) = (-409.259, 281.971)
2629: (x,y) = (-414.893, 271.375)
2630: (x,y) = (-410.592, 260.172)
2631: (x,y) = (-398.682, 261.635)
2632: (x,y) = (-408.968, 267.815)
2633: (x,y) = (-417.6, 259.479)
2634: (x,y) = (-421.9, 248.276)
2635: (x,y) = (-433.718, 250.36)
2636: (x,y) = (-435.18, 238.45)
2637: (x,y) = (-436.435, 250.384)
2638: (x,y) = (-432.134, 239.181)
2639: (x,y) = (-421.848, 233)
2640: (x,y) = (-432.724, 238.072)
2641: (x,y) = (-432.933, 226.074)
2642: (x,y) = (-431.471, 214.163)
2643: (x,y) = (-438.354, 204.333)
2644: (x,y) = (-431.644, 194.385)
2645: (x,y) = (-429.973, 182.502)
2646: (x,y) = (-435.973, 172.109)
2647: (x,y) = (-439.079, 183.7)
2648: (x,y) = (-427.667, 187.409)
2649: (x,y) = (-439.258, 184.303)
2650: (x,y) = (-451.141, 182.633)
2651: (x,y) = (-462.103, 187.514)
2652: (x,y) = (-469.325, 177.93)
2653: (x,y) = (-465.418, 166.584)
2654: (x,y) = (-476.545, 162.088)
2655: (x,y) = (-484.417, 153.032)
2656: (x,y) = (-472.534, 151.362)
2657: (x,y) = (-480.086, 142.036)
2658: (x,y) = (-470.256, 148.919)
2659: (x,y) = (-478.44, 140.143)
2660: (x,y) = (-474.932, 151.618)
2661: (x,y) = (-486.058, 147.123)
2662: (x,y) = (-484.595, 135.213)
2663: (x,y) = (-495.872, 139.317)
2664: (x,y) = (-495.662, 127.319)
2665: (x,y) = (-507.655, 126.9)
2666: (x,y) = (-502.395, 116.114)
2667: (x,y) = (-508.93, 106.05)
2668: (x,y) = (-515.641, 96.1019)
2669: (x,y) = (-523.976, 104.734)
2670: (x,y) = (-513.284, 110.182)
2671: (x,y) = (-502.998, 116.362)
2672: (x,y) = (-491.722, 120.467)
2673: (x,y) = (-503.72, 120.257)
2674: (x,y) = (-513.046, 127.809)
2675: (x,y) = (-520.759, 137.001)
2676: (x,y) = (-523.459, 125.309)
2677: (x,y) = (-514.003, 132.697)
2678: (x,y) = (-525.782, 134.987)
2679: (x,y) = (-534.7, 126.957)
2680: (x,y) = (-546.48, 129.247)
2681: (x,y) = (-552.113, 118.651)
2682: (x,y) = (-551.694, 130.644)
2683: (x,y) = (-553.157, 118.734)
2684: (x,y) = (-558.228, 107.858)
2685: (x,y) = (-570.199, 108.695)
2686: (x,y) = (-577.082, 118.525)
2687: (x,y) = (-585.858, 126.709)
2688: (x,y) = (-596.904, 122.02)
2689: (x,y) = (-608.888, 122.648)
2690: (x,y) = (-618.344, 130.036)
2691: (x,y) = (-628.292, 136.746)
2692: (x,y) = (-639.078, 131.486)
2693: (x,y) = (-637.824, 143.42)
2694: (x,y) = (-626.948, 138.349)
2695: (x,y) = (-638.882, 137.094)
2696: (x,y) = (-646.912, 146.012)
2697: (x,y) = (-658.895, 145.384)
2698: (x,y) = (-669.941, 140.695)
2699: (x,y) = (-666.634, 152.23)
2700: (x,y) = (-656.348, 146.05)
2701: (x,y) = (-647.155, 153.763)
2702: (x,y) = (-639.933, 163.347)
2703: (x,y) = (-650.625, 168.795)
2704: (x,y) = (-644.445, 179.081)
2705: (x,y) = (-645.073, 167.097)
2706: (x,y) = (-642.374, 155.405)
2707: (x,y) = (-651.699, 162.957)
2708: (x,y) = (-658.235, 152.893)
2709: (x,y) = (-650.683, 143.567)
2710: (x,y) = (-638.904, 141.277)
2711: (x,y) = (-629.711, 133.564)
2712: (x,y) = (-629.502, 121.566)
2713: (x,y) = (-621.472, 130.483)
2714: (x,y) = (-628.355, 140.313)
2715: (x,y) = (-616.82, 137.006)
2716: (x,y) = (-624.533, 127.813)
2717: (x,y) = (-612.681, 125.936)
2718: (x,y) = (-602.617, 119.4)
2719: (x,y) = (-606.125, 130.876)
2720: (x,y) = (-594.242, 129.206)
2721: (x,y) = (-594.452, 117.208)
2722: (x,y) = (-584.503, 123.918)
2723: (x,y) = (-596.147, 121.015)
2724: (x,y) = (-601.218, 131.891)
2725: (x,y) = (-609.994, 140.074)
