Target Distance: 123, Step Size: 21
3184: (x,y) = (421.256, 7715.56)
3185: (x,y) = (522.011, 7786.11)
3186: (x,y) = (633.487, 7734.13)
3187: (x,y) = (656.957, 7854.87)
3188: (x,y) = (641.967, 7976.95)
3189: (x,y) = (760.776, 8008.78)
3190: (x,y) = (646.732, 7962.71)
3191: (x,y) = (526.42, 7988.28)
3192: (x,y) = (406.108, 8013.85)
3193: (x,y) = (401.815, 8136.78)
3194: (x,y) = (384.697, 8014.98)
3195: (x,y) = (378.26, 7892.14)
3196: (x,y) = (257.128, 7870.79)
3197: (x,y) = (242.138, 7748.7)
3198: (x,y) = (123.903, 7782.61)
3199: (x,y) = (134.623, 7660.07)
3200: (x,y) = (65.8425, 7558.1)
3201: (x,y) = (21.7632, 7672.93)
3202: (x,y) = (-37.8684, 7780.51)
3203: (x,y) = (69.7098, 7720.88)
3204: (x,y) = (17.7278, 7609.4)
3205: (x,y) = (120.884, 7676.39)
3206: (x,y) = (116.592, 7553.47)
3207: (x,y) = (40.8653, 7456.54)
3208: (x,y) = (70.6217, 7575.89)
3209: (x,y) = (154.507, 7485.93)
3210: (x,y) = (228.531, 7387.7)
3211: (x,y) = (321.36, 7468.4)
3212: (x,y) = (444.06, 7476.98)
3213: (x,y) = (566.387, 7464.12)
3214: (x,y) = (460.955, 7400.77)
3215: (x,y) = (405.114, 7510.36)
3216: (x,y) = (445.159, 7626.66)
3217: (x,y) = (449.452, 7749.59)
3218: (x,y) = (572.377, 7753.88)
3219: (x,y) = (694.703, 7766.74)
3220: (x,y) = (718.172, 7646)
3221: (x,y) = (662.332, 7536.4)
3222: (x,y) = (660.185, 7413.42)
3223: (x,y) = (608.203, 7301.95)
3224: (x,y) = (708.959, 7231.4)
3225: (x,y) = (634.935, 7329.63)
3226: (x,y) = (566.155, 7227.66)
3227: (x,y) = (538.486, 7347.5)
3228: (x,y) = (576.495, 7464.48)
3229: (x,y) = (610.398, 7582.72)
3230: (x,y) = (584.825, 7462.41)
3231: (x,y) = (505.762, 7368.18)
3232: (x,y) = (628.294, 7378.9)
3233: (x,y) = (542.851, 7467.38)
3234: (x,y) = (448.628, 7388.32)
3235: (x,y) = (526.034, 7483.91)
3236: (x,y) = (411.204, 7439.83)
3237: (x,y) = (295.621, 7481.9)
3238: (x,y) = (333.631, 7598.88)
3239: (x,y) = (430.556, 7523.15)
3240: (x,y) = (549.365, 7491.32)
3241: (x,y) = (429.517, 7518.99)
3242: (x,y) = (467.526, 7402.01)
3243: (x,y) = (558.933, 7319.7)
3244: (x,y) = (680.736, 7336.82)
3245: (x,y) = (716.698, 7454.45)
3246: (x,y) = (835.507, 7486.28)
3247: (x,y) = (875.552, 7602.58)
3248: (x,y) = (984.154, 7544.84)
3249: (x,y) = (1049.33, 7649.15)
3250: (x,y) = (1108.97, 7541.57)
3251: (x,y) = (1219.52, 7595.49)
3252: (x,y) = (1114.09, 7532.14)
3253: (x,y) = (1184.64, 7632.89)
3254: (x,y) = (1081.48, 7699.88)
3255: (x,y) = (981.97, 7627.59)
3256: (x,y) = (1068.94, 7540.61)
3257: (x,y) = (1077.52, 7417.91)
3258: (x,y) = (1175.76, 7343.89)
3259: (x,y) = (1269.98, 7264.83)
3260: (x,y) = (1155.15, 7308.9)
3261: (x,y) = (1044.6, 7254.98)
3262: (x,y) = (930.554, 7301.06)
3263: (x,y) = (870.923, 7193.48)
3264: (x,y) = (839.088, 7312.29)
3265: (x,y) = (716.163, 7308)
3266: (x,y) = (779.513, 7413.43)
3267: (x,y) = (895.811, 7453.48)
3268: (x,y) = (995.321, 7381.18)
3269: (x,y) = (1112.95, 7417.14)
3270: (x,y) = (1125.8, 7539.47)
3271: (x,y) = (1019.28, 7600.97)
3272: (x,y) = (1130.76, 7652.95)
3273: (x,y) = (1154.23, 7532.21)
3274: (x,y) = (1104.2, 7644.57)
3275: (x,y) = (1214.75, 7590.65)
3276: (x,y) = (1144.2, 7691.41)
3277: (x,y) = (1264.51, 7716.98)
3278: (x,y) = (1275.23, 7839.52)
3279: (x,y) = (1285.95, 7962.05)
3280: (x,y) = (1380.18, 7882.98)
3281: (x,y) = (1501.31, 7904.34)
3282: (x,y) = (1512.03, 7781.81)
3283: (x,y) = (1531.27, 7903.3)
3284: (x,y) = (1653.35, 7888.31)
3285: (x,y) = (1672.59, 8009.79)
3286: (x,y) = (1793.73, 7988.43)
3287: (x,y) = (1732.23, 7881.91)
3288: (x,y) = (1836.54, 7816.73)
3289: (x,y) = (1725.06, 7764.75)
3290: (x,y) = (1845.8, 7788.22)
3291: (x,y) = (1832.94, 7665.89)
3292: (x,y) = (1711.14, 7683.01)
3293: (x,y) = (1809.37, 7608.99)
3294: (x,y) = (1879.92, 7709.74)
3295: (x,y) = (2002.62, 7701.16)
3296: (x,y) = (2052.65, 7588.8)
3297: (x,y) = (1932.34, 7614.37)
3298: (x,y) = (1813.53, 7646.21)
3299: (x,y) = (1929.11, 7604.14)
3300: (x,y) = (1807.98, 7582.78)
3301: (x,y) = (1927.33, 7612.54)
3302: (x,y) = (1950.8, 7733.28)
3303: (x,y) = (1980.55, 7613.93)
3304: (x,y) = (1884.96, 7691.34)
3305: (x,y) = (2007.94, 7689.19)
3306: (x,y) = (1893.11, 7645.11)
3307: (x,y) = (1777.53, 7687.18)
3308: (x,y) = (1775.39, 7810.16)
3309: (x,y) = (1679.8, 7887.57)
3310: (x,y) = (1755.52, 7984.49)
3311: (x,y) = (1713.45, 8100.07)
3312: (x,y) = (1698.46, 8222.16)
3313: (x,y) = (1765.46, 8325.31)
3314: (x,y) = (1644.72, 8348.78)
3315: (x,y) = (1655.44, 8471.31)
3316: (x,y) = (1554.68, 8541.86)
3317: (x,y) = (1452.71, 8610.65)
3318: (x,y) = (1446.27, 8487.81)
3319: (x,y) = (1410.31, 8370.19)
3320: (x,y) = (1469.94, 8477.77)
3321: (x,y) = (1574.25, 8542.95)
3322: (x,y) = (1661.22, 8455.97)
3323: (x,y) = (1784.21, 8453.83)
3324: (x,y) = (1717.22, 8350.67)
3325: (x,y) = (1840.2, 8352.82)
3326: (x,y) = (1831.62, 8475.52)
3327: (x,y) = (1859.29, 8595.36)
3328: (x,y) = (1738.15, 8574.01)
3329: (x,y) = (1751.01, 8696.33)
3330: (x,y) = (1671.95, 8790.55)
3331: (x,y) = (1779.53, 8850.19)
3332: (x,y) = (1664.7, 8894.27)
3333: (x,y) = (1675.42, 9016.8)
3334: (x,y) = (1585.46, 9100.68)
3335: (x,y) = (1662.87, 9196.27)
3336: (x,y) = (1578.98, 9286.23)
3337: (x,y) = (1456.45, 9275.51)
3338: (x,y) = (1543.42, 9362.48)
3339: (x,y) = (1421.94, 9343.24)
3340: (x,y) = (1523.91, 9412.02)
3341: (x,y) = (1630.43, 9350.52)
3342: (x,y) = (1518.06, 9300.49)
3343: (x,y) = (1526.64, 9177.79)
3344: (x,y) = (1533.08, 9054.96)
3345: (x,y) = (1592.71, 9162.54)
3346: (x,y) = (1703.26, 9108.62)
3347: (x,y) = (1766.61, 9003.19)
3348: (x,y) = (1682.73, 9093.15)
3349: (x,y) = (1753.28, 8992.39)
3350: (x,y) = (1830.68, 8896.8)
3351: (x,y) = (1936.12, 8960.15)
3352: (x,y) = (1825.56, 9014.07)
3353: (x,y) = (1869.64, 8899.24)
3354: (x,y) = (1799.09, 8798.48)
3355: (x,y) = (1792.66, 8675.65)
3356: (x,y) = (1723.88, 8777.62)
3357: (x,y) = (1648.15, 8874.55)
3358: (x,y) = (1768, 8846.88)
3359: (x,y) = (1661.48, 8908.38)
3360: (x,y) = (1772.95, 8856.4)
3361: (x,y) = (1895.88, 8860.69)
3362: (x,y) = (2017.36, 8879.93)
3363: (x,y) = (1954.01, 8774.5)
3364: (x,y) = (1905.95, 8661.28)
3365: (x,y) = (1912.39, 8784.11)
3366: (x,y) = (1923.11, 8661.58)
3367: (x,y) = (2039.41, 8701.62)
3368: (x,y) = (2157.03, 8737.58)
3369: (x,y) = (2267.59, 8683.67)
3370: (x,y) = (2329.09, 8577.14)
3371: (x,y) = (2307.73, 8698.28)
3372: (x,y) = (2242.55, 8802.59)
3373: (x,y) = (2362.86, 8777.01)
3374: (x,y) = (2446.75, 8866.97)
3375: (x,y) = (2336.19, 8920.89)
3376: (x,y) = (2271.01, 8816.58)
3377: (x,y) = (2350.08, 8722.35)
3378: (x,y) = (2227.24, 8728.79)
3379: (x,y) = (2252.82, 8608.48)
3380: (x,y) = (2129.84, 8610.63)
3381: (x,y) = (2009.52, 8585.05)
3382: (x,y) = (1975.62, 8703.29)
3383: (x,y) = (1866.03, 8647.45)
3384: (x,y) = (1989.03, 8647.45)
3385: (x,y) = (1866.94, 8662.44)
3386: (x,y) = (1976.54, 8606.6)
3387: (x,y) = (2083.06, 8668.1)
3388: (x,y) = (2187.37, 8733.28)
3389: (x,y) = (2227.41, 8849.58)
3390: (x,y) = (2156.86, 8950.33)
3391: (x,y) = (2227.41, 9051.09)
3392: (x,y) = (2304.82, 9146.68)
3393: (x,y) = (2354.85, 9259.04)
3394: (x,y) = (2474.2, 9229.29)
3395: (x,y) = (2579.63, 9165.94)
3396: (x,y) = (2465.58, 9212.01)
3397: (x,y) = (2427.57, 9328.99)
3398: (x,y) = (2404.1, 9449.73)
3399: (x,y) = (2282.3, 9432.61)
3400: (x,y) = (2399.28, 9470.62)
3401: (x,y) = (2481.58, 9562.03)
3402: (x,y) = (2600.39, 9530.2)
3403: (x,y) = (2615.38, 9408.11)
3404: (x,y) = (2493.3, 9393.12)
3405: (x,y) = (2437.46, 9283.53)
3406: (x,y) = (2356.76, 9376.36)
3407: (x,y) = (2239.14, 9340.4)
3408: (x,y) = (2345.66, 9278.9)
3409: (x,y) = (2371.23, 9399.21)
3410: (x,y) = (2430.86, 9291.63)
3411: (x,y) = (2390.82, 9175.33)
3412: (x,y) = (2268.74, 9190.32)
3413: (x,y) = (2383.57, 9234.4)
3414: (x,y) = (2480.49, 9158.67)
3415: (x,y) = (2358.69, 9175.79)
3416: (x,y) = (2406.75, 9062.57)
3417: (x,y) = (2528.83, 9077.56)
3418: (x,y) = (2426.86, 9008.78)
3419: (x,y) = (2545.1, 9042.68)
3420: (x,y) = (2429.51, 9084.75)
3421: (x,y) = (2306.81, 9076.17)
3422: (x,y) = (2266.77, 9192.47)
3423: (x,y) = (2152.72, 9238.55)
3424: (x,y) = (2236.61, 9148.59)
3425: (x,y) = (2143.78, 9229.29)
3426: (x,y) = (2262.59, 9261.12)
3427: (x,y) = (2385.42, 9267.56)
3428: (x,y) = (2495.02, 9211.72)
3429: (x,y) = (2376.78, 9245.62)
3430: (x,y) = (2311.6, 9141.31)
3431: (x,y) = (2417.03, 9204.66)
3432: (x,y) = (2325.63, 9122.36)
3433: (x,y) = (2412.6, 9209.33)
3434: (x,y) = (2529.58, 9247.34)
3435: (x,y) = (2647.81, 9281.24)
3436: (x,y) = (2591.97, 9390.84)
3437: (x,y) = (2627.94, 9273.21)
3438: (x,y) = (2512.35, 9231.14)
3439: (x,y) = (2610.59, 9157.12)
3440: (x,y) = (2733.29, 9165.7)
3441: (x,y) = (2614.48, 9133.87)
3442: (x,y) = (2737.31, 9140.3)
3443: (x,y) = (2707.55, 9259.65)
3444: (x,y) = (2798.96, 9341.95)
3445: (x,y) = (2839, 9225.65)
3446: (x,y) = (2813.43, 9345.97)
3447: (x,y) = (2690.51, 9341.67)
3448: (x,y) = (2588.53, 9410.45)
3449: (x,y) = (2501.56, 9323.48)
3450: (x,y) = (2597.15, 9246.07)
3451: (x,y) = (2549.09, 9132.85)
3452: (x,y) = (2606.83, 9241.45)
3453: (x,y) = (2712.27, 9178.1)
3454: (x,y) = (2605.74, 9116.6)
3455: (x,y) = (2586.5, 8995.12)
3456: (x,y) = (2486.99, 9067.42)
3457: (x,y) = (2367.15, 9095.08)
3458: (x,y) = (2245.06, 9110.07)
3459: (x,y) = (2364.91, 9137.74)
3460: (x,y) = (2241.99, 9142.04)
3461: (x,y) = (2156.54, 9230.52)
3462: (x,y) = (2035.8, 9207.05)
3463: (x,y) = (2012.33, 9086.31)
3464: (x,y) = (1911.58, 9015.76)
3465: (x,y) = (1920.16, 9138.46)
3466: (x,y) = (2041.96, 9155.57)
3467: (x,y) = (2148.48, 9217.07)
3468: (x,y) = (2027.74, 9240.54)
3469: (x,y) = (2120.57, 9159.85)
3470: (x,y) = (2223.73, 9092.86)
3471: (x,y) = (2187.76, 8975.23)
3472: (x,y) = (2308.5, 8998.7)
3473: (x,y) = (2317.09, 9121.4)
3474: (x,y) = (2215.11, 9190.18)
3475: (x,y) = (2294.18, 9284.41)
3476: (x,y) = (2260.27, 9402.64)
3477: (x,y) = (2321.77, 9296.12)
3478: (x,y) = (2441.12, 9325.88)
3479: (x,y) = (2532.53, 9243.57)
3480: (x,y) = (2636.84, 9178.39)
3481: (x,y) = (2581, 9068.8)
3482: (x,y) = (2468.63, 9118.83)
3483: (x,y) = (2584.93, 9078.78)
3484: (x,y) = (2707.91, 9080.93)
3485: (x,y) = (2735.58, 8961.08)
3486: (x,y) = (2798.93, 8855.65)
3487: (x,y) = (2921.76, 8862.09)
3488: (x,y) = (2864.01, 8753.49)
3489: (x,y) = (2741.01, 8753.49)
3490: (x,y) = (2776.98, 8635.86)
3491: (x,y) = (2845.76, 8737.83)
3492: (x,y) = (2743.79, 8669.05)
3493: (x,y) = (2625.55, 8635.15)
3494: (x,y) = (2597.88, 8755)
3495: (x,y) = (2666.66, 8653.02)
3496: (x,y) = (2585.97, 8745.85)
3497: (x,y) = (2700.8, 8701.77)
3498: (x,y) = (2765.98, 8806.08)
3499: (x,y) = (2845.04, 8711.86)
3500: (x,y) = (2860.03, 8589.78)
3501: (x,y) = (2919.66, 8697.36)
3502: (x,y) = (2804.83, 8741.43)
3503: (x,y) = (2719.39, 8652.96)
3504: (x,y) = (2675.31, 8538.13)
3505: (x,y) = (2798.29, 8535.98)
3506: (x,y) = (2768.53, 8416.63)
3507: (x,y) = (2837.31, 8314.66)
3508: (x,y) = (2959.85, 8325.38)
3509: (x,y) = (3080.98, 8304.02)
3510: (x,y) = (2960.24, 8327.49)
3511: (x,y) = (2924.28, 8445.12)
3512: (x,y) = (3043.62, 8474.87)
3513: (x,y) = (3058.61, 8352.79)
3514: (x,y) = (3142.5, 8442.75)
3515: (x,y) = (3182.54, 8326.45)
3516: (x,y) = (3253.09, 8225.69)
3517: (x,y) = (3229.62, 8346.43)
3518: (x,y) = (3116.4, 8394.49)
3519: (x,y) = (3056.77, 8286.91)
3520: (x,y) = (3153.69, 8362.64)
3521: (x,y) = (3179.27, 8242.33)
3522: (x,y) = (3285.79, 8180.83)
3523: (x,y) = (3174.31, 8232.81)
3524: (x,y) = (3165.73, 8110.11)
3525: (x,y) = (3274.34, 8167.86)
3526: (x,y) = (3280.77, 8290.69)
3527: (x,y) = (3182.54, 8364.71)
3528: (x,y) = (3302.85, 8339.14)
3529: (x,y) = (3422.7, 8311.47)
3530: (x,y) = (3540.94, 8345.37)
3531: (x,y) = (3465.21, 8442.3)
3532: (x,y) = (3499.11, 8560.53)
3533: (x,y) = (3398.36, 8489.98)
3534: (x,y) = (3521.28, 8494.27)
3535: (x,y) = (3579.03, 8385.67)
3536: (x,y) = (3555.56, 8506.41)
3537: (x,y) = (3538.44, 8384.61)
3538: (x,y) = (3661.14, 8376.03)
3539: (x,y) = (3783.47, 8363.17)
3540: (x,y) = (3716.48, 8466.33)
3541: (x,y) = (3684.64, 8347.52)
3542: (x,y) = (3706, 8226.39)
3543: (x,y) = (3806.75, 8155.84)
3544: (x,y) = (3916.35, 8211.68)
3545: (x,y) = (3916.35, 8088.68)
3546: (x,y) = (3914.2, 8211.66)
3547: (x,y) = (3960.28, 8325.7)
3548: (x,y) = (3910.25, 8213.34)
3549: (x,y) = (3977.24, 8316.49)
3550: (x,y) = (3953.77, 8195.75)
3551: (x,y) = (3874.71, 8101.53)
3552: (x,y) = (3950.43, 8004.61)
3553: (x,y) = (3994.51, 7889.78)
3554: (x,y) = (4112.14, 7925.74)
3555: (x,y) = (4191.2, 7831.51)
3556: (x,y) = (4078.84, 7781.48)
3557: (x,y) = (4171.67, 7700.79)
3558: (x,y) = (4048.83, 7694.35)
3559: (x,y) = (4033.84, 7572.27)
3560: (x,y) = (4156.83, 7574.42)
3561: (x,y) = (4178.18, 7695.55)
3562: (x,y) = (4095.88, 7604.14)
3563: (x,y) = (3990.45, 7667.49)
3564: (x,y) = (3996.89, 7544.66)
3565: (x,y) = (4098.86, 7475.88)
3566: (x,y) = (4028.31, 7576.63)
3567: (x,y) = (4145.29, 7538.62)
3568: (x,y) = (4081.94, 7433.19)
3569: (x,y) = (3959.86, 7418.2)
3570: (x,y) = (3909.83, 7305.84)
3571: (x,y) = (4028.06, 7339.74)
3572: (x,y) = (3915.7, 7389.77)
3573: (x,y) = (3890.12, 7510.08)
3574: (x,y) = (4007.1, 7548.09)
3575: (x,y) = (3983.63, 7668.83)
3576: (x,y) = (4096.86, 7620.77)
3577: (x,y) = (4021.13, 7523.85)
3578: (x,y) = (3912.53, 7581.59)
3579: (x,y) = (4033.27, 7558.12)
3580: (x,y) = (3917.68, 7516.05)
3581: (x,y) = (4040.22, 7526.77)
3582: (x,y) = (4074.12, 7408.54)
3583: (x,y) = (4091.24, 7530.34)
3584: (x,y) = (3973, 7496.44)
3585: (x,y) = (3947.43, 7616.75)
3586: (x,y) = (3989.5, 7501.17)
3587: (x,y) = (3866.57, 7505.46)
3588: (x,y) = (3916.6, 7393.09)
3589: (x,y) = (3798.98, 7357.13)
3590: (x,y) = (3918.32, 7386.89)
3591: (x,y) = (3905.47, 7264.56)
3592: (x,y) = (3831.44, 7166.33)
3593: (x,y) = (3925.67, 7087.27)
3594: (x,y) = (3971.74, 7201.31)
3595: (x,y) = (4092.05, 7175.74)
3596: (x,y) = (3984.48, 7116.11)
3597: (x,y) = (3874.88, 7171.95)
3598: (x,y) = (3994.23, 7142.19)
3599: (x,y) = (4109.81, 7184.26)
3600: (x,y) = (4082.14, 7304.11)
3601: (x,y) = (4062.9, 7182.62)
3602: (x,y) = (3942.59, 7157.05)
3603: (x,y) = (3829.37, 7108.99)
3604: (x,y) = (3713.78, 7066.92)
3605: (x,y) = (3659.86, 6956.37)
3606: (x,y) = (3742.17, 7047.77)
3607: (x,y) = (3622.32, 7020.1)
3608: (x,y) = (3706.21, 7110.06)
3609: (x,y) = (3695.49, 6987.53)
3610: (x,y) = (3602.66, 6906.83)
3611: (x,y) = (3718.24, 6948.9)
3612: (x,y) = (3654.89, 6843.47)
3613: (x,y) = (3764.48, 6899.31)
3614: (x,y) = (3687.08, 6803.72)
3615: (x,y) = (3647.03, 6920.02)
3616: (x,y) = (3527.69, 6949.78)
3617: (x,y) = (3592.87, 7054.09)
3618: (x,y) = (3707.7, 7098.17)
3619: (x,y) = (3665.63, 7213.75)
3620: (x,y) = (3657.05, 7336.45)
3621: (x,y) = (3573.16, 7426.41)
3622: (x,y) = (3521.18, 7314.93)
3623: (x,y) = (3495.61, 7194.62)
3624: (x,y) = (3461.7, 7076.38)
3625: (x,y) = (3407.78, 7186.93)
3626: (x,y) = (3308.27, 7259.23)
3627: (x,y) = (3371.62, 7153.8)
3628: (x,y) = (3442.17, 7053.05)
3629: (x,y) = (3392.14, 7165.41)
3630: (x,y) = (3360.31, 7284.22)
3631: (x,y) = (3343.19, 7162.42)
3632: (x,y) = (3336.75, 7285.25)
3633: (x,y) = (3437.51, 7214.7)
3634: (x,y) = (3336.75, 7144.15)
3635: (x,y) = (3456.1, 7114.39)
3636: (x,y) = (3551.69, 7191.8)
3637: (x,y) = (3429.16, 7181.08)
3638: (x,y) = (3435.6, 7058.25)
3639: (x,y) = (3448.45, 7180.57)
3640: (x,y) = (3429.21, 7059.09)
3641: (x,y) = (3308.08, 7080.45)
3642: (x,y) = (3399.49, 7162.75)
3643: (x,y) = (3418.73, 7284.24)
3644: (x,y) = (3433.72, 7406.32)
3645: (x,y) = (3385.66, 7519.54)
3646: (x,y) = (3492.18, 7581.04)
3647: (x,y) = (3560.96, 7683.01)
3648: (x,y) = (3439.83, 7704.37)
3649: (x,y) = (3351.35, 7618.93)
3650: (x,y) = (3428.76, 7714.52)
3651: (x,y) = (3428.76, 7837.52)
3652: (x,y) = (3478.78, 7725.15)
3653: (x,y) = (3378.03, 7795.7)
3654: (x,y) = (3498.77, 7819.17)
3655: (x,y) = (3384.73, 7865.25)
3656: (x,y) = (3275.13, 7809.41)
3657: (x,y) = (3374.64, 7881.7)
3658: (x,y) = (3410.6, 7999.33)
3659: (x,y) = (3466.44, 7889.74)
3660: (x,y) = (3564.68, 7815.71)
3661: (x,y) = (3466.44, 7889.74)
3662: (x,y) = (3359.92, 7828.24)
3663: (x,y) = (3482.62, 7819.66)
3664: (x,y) = (3501.86, 7941.14)
3665: (x,y) = (3545.94, 7826.31)
3666: (x,y) = (3460.5, 7914.79)
3667: (x,y) = (3426.6, 7796.55)
3668: (x,y) = (3303.77, 7802.99)
3669: (x,y) = (3314.49, 7925.52)
3670: (x,y) = (3193.35, 7904.16)
3671: (x,y) = (3112.66, 7996.99)
3672: (x,y) = (3001.18, 8048.98)
3673: (x,y) = (2895.75, 7985.63)
3674: (x,y) = (2797.52, 7911.6)
3675: (x,y) = (2757.47, 8027.9)
3676: (x,y) = (2690.48, 7924.75)
3677: (x,y) = (2575.65, 7968.82)
3678: (x,y) = (2584.23, 7846.12)
3679: (x,y) = (2461.91, 7833.27)
3680: (x,y) = (2583.71, 7850.39)
3681: (x,y) = (2705.51, 7867.5)
3682: (x,y) = (2611.29, 7788.44)
3683: (x,y) = (2634.76, 7909.18)
3684: (x,y) = (2511.78, 7907.03)
3685: (x,y) = (2413.55, 7981.06)
3686: (x,y) = (2326.57, 7894.08)
3687: (x,y) = (2374.63, 8007.31)
3688: (x,y) = (2387.49, 8129.63)
3689: (x,y) = (2500.71, 8177.69)
3690: (x,y) = (2611.26, 8123.77)
3691: (x,y) = (2613.41, 8000.79)
3692: (x,y) = (2719.93, 8062.29)
3693: (x,y) = (2719.93, 8185.29)
3694: (x,y) = (2808.41, 8099.85)
3695: (x,y) = (2752.57, 8209.44)
3696: (x,y) = (2634.33, 8243.34)
3697: (x,y) = (2526.75, 8302.98)
3698: (x,y) = (2421.32, 8239.63)
3699: (x,y) = (2465.4, 8354.46)
3700: (x,y) = (2423.33, 8470.04)
3701: (x,y) = (2527.64, 8404.86)
3702: (x,y) = (2608.34, 8312.03)
3703: (x,y) = (2488.03, 8337.6)
3704: (x,y) = (2365.2, 8344.04)
3705: (x,y) = (2485.04, 8316.37)
3706: (x,y) = (2598.27, 8364.43)
3707: (x,y) = (2711.49, 8412.49)
3708: (x,y) = (2659.51, 8523.97)
3709: (x,y) = (2740.2, 8431.14)
3710: (x,y) = (2769.96, 8550.48)
3711: (x,y) = (2701.18, 8448.51)
3712: (x,y) = (2753.16, 8559.99)
3713: (x,y) = (2875.48, 8547.13)
3714: (x,y) = (2760.65, 8591.21)
3715: (x,y) = (2861.41, 8661.76)
3716: (x,y) = (2768.58, 8742.46)
3717: (x,y) = (2806.59, 8625.48)
3718: (x,y) = (2856.62, 8513.11)
3719: (x,y) = (2784.32, 8413.6)
3720: (x,y) = (2795.04, 8536.13)
3721: (x,y) = (2818.51, 8656.87)
3722: (x,y) = (2837.75, 8778.36)
3723: (x,y) = (2778.12, 8885.94)
3724: (x,y) = (2891.34, 8837.88)
3725: (x,y) = (2984.17, 8918.57)
3726: (x,y) = (3079.76, 8995.98)
3727: (x,y) = (3069.04, 8873.45)
3728: (x,y) = (3064.75, 8750.52)
3729: (x,y) = (3183.56, 8718.69)
3730: (x,y) = (3077.04, 8780.19)
3731: (x,y) = (3100.5, 8659.45)
3732: (x,y) = (3184.39, 8749.4)
3733: (x,y) = (3083.63, 8819.95)
3734: (x,y) = (3206.17, 8809.23)
3735: (x,y) = (3089.19, 8847.24)
3736: (x,y) = (3125.15, 8729.62)
3737: (x,y) = (3135.87, 8607.08)
3738: (x,y) = (3171.83, 8489.46)
3739: (x,y) = (3195.3, 8610.2)
3740: (x,y) = (3245.33, 8497.83)
3741: (x,y) = (3230.34, 8375.75)
3742: (x,y) = (3241.06, 8253.22)
3743: (x,y) = (3234.62, 8376.05)
3744: (x,y) = (3121.4, 8327.99)
3745: (x,y) = (3097.93, 8448.73)
3746: (x,y) = (3207.52, 8392.89)
3747: (x,y) = (3230.99, 8272.15)
3748: (x,y) = (3184.92, 8158.11)
3749: (x,y) = (3230.99, 8044.06)
3750: (x,y) = (3224.56, 7921.23)
3751: (x,y) = (3335.11, 7975.15)
3752: (x,y) = (3343.69, 7852.45)
3753: (x,y) = (3401.43, 7743.85)
3754: (x,y) = (3471.98, 7844.6)
3755: (x,y) = (3423.92, 7957.82)
3756: (x,y) = (3543.27, 7987.58)
3757: (x,y) = (3665.97, 7979)
3758: (x,y) = (3765.48, 8051.3)
3759: (x,y) = (3689.75, 7954.37)
3760: (x,y) = (3592.83, 7878.65)
3761: (x,y) = (3675.13, 7787.24)
3762: (x,y) = (3645.37, 7906.59)
3763: (x,y) = (3687.44, 7791)
3764: (x,y) = (3696.02, 7668.3)
3765: (x,y) = (3715.26, 7789.79)
3766: (x,y) = (3831.56, 7829.83)
3767: (x,y) = (3840.14, 7707.13)
3768: (x,y) = (3888.2, 7593.91)
3769: (x,y) = (3819.42, 7695.88)
3770: (x,y) = (3698.68, 7672.41)
3771: (x,y) = (3575.76, 7668.12)
3772: (x,y) = (3577.9, 7545.14)
3773: (x,y) = (3673.49, 7467.73)
3774: (x,y) = (3585.01, 7382.29)
3775: (x,y) = (3462.03, 7380.14)
3776: (x,y) = (3354.45, 7439.78)
3777: (x,y) = (3477.28, 7446.21)
3778: (x,y) = (3458.04, 7324.73)
3779: (x,y) = (3572.09, 7370.8)
3780: (x,y) = (3503.31, 7268.83)
3781: (x,y) = (3436.32, 7371.99)
3782: (x,y) = (3313.78, 7382.71)
3783: (x,y) = (3423.38, 7438.55)
3784: (x,y) = (3317.95, 7375.2)
3785: (x,y) = (3240.54, 7470.79)
3786: (x,y) = (3361.67, 7492.15)
3787: (x,y) = (3264.75, 7567.87)
3788: (x,y) = (3385.06, 7593.45)
3789: (x,y) = (3281.9, 7526.46)
3790: (x,y) = (3178.74, 7593.45)
3791: (x,y) = (3293.58, 7549.37)
3792: (x,y) = (3415.66, 7564.36)
3793: (x,y) = (3432.78, 7442.55)
3794: (x,y) = (3550.4, 7478.52)
3795: (x,y) = (3449.65, 7407.97)
3796: (x,y) = (3571.73, 7392.98)
3797: (x,y) = (3512.1, 7285.4)
3798: (x,y) = (3635.02, 7281.11)
3799: (x,y) = (3592.95, 7396.69)
3800: (x,y) = (3487.52, 7333.34)
3801: (x,y) = (3466.16, 7454.47)
3802: (x,y) = (3438.5, 7574.32)
3803: (x,y) = (3333.06, 7510.97)
3804: (x,y) = (3408.79, 7414.04)
3805: (x,y) = (3495.76, 7327.07)
3806: (x,y) = (3537.83, 7211.49)
3807: (x,y) = (3660.53, 7220.07)
3808: (x,y) = (3558.56, 7151.29)
3809: (x,y) = (3479.5, 7245.51)
3810: (x,y) = (3517.51, 7128.53)
3811: (x,y) = (3496.15, 7007.4)
3812: (x,y) = (3432.8, 6901.97)
3813: (x,y) = (3555.5, 6910.55)
3814: (x,y) = (3642.47, 6823.57)
3815: (x,y) = (3690.53, 6710.35)
3816: (x,y) = (3808.16, 6746.31)
3817: (x,y) = (3689.92, 6780.21)
3818: (x,y) = (3570.58, 6750.46)
3819: (x,y) = (3614.66, 6865.29)
3820: (x,y) = (3608.22, 6742.46)
3821: (x,y) = (3529.16, 6836.68)
3822: (x,y) = (3406.18, 6838.83)
